Date,Open,High,Low,Close,Adj Close,Volume
2019-07-23,0.4967,0.51,0.48,0.4947,3.4629,162065
2019-07-22,0.52,0.523,0.47,0.4883,3.4181,209621
2019-07-19,0.54,0.54,0.5,0.5297,3.7079,369359
2019-07-18,0.531,0.54,0.53,0.54,3.78,298937
2019-07-17,0.54,0.5489,0.535,0.5377,3.7639,109270
2019-07-16,0.5498,0.55,0.531,0.5412,3.7884,200444
2019-07-15,0.534,0.55,0.53,0.5447,3.8129,218253
2019-07-12,0.53,0.549406,0.5275,0.5275,3.6925,154641
2019-07-11,0.52,0.55,0.51,0.53,3.71,338774
2019-07-10,0.52,0.551,0.5002,0.5301,3.7107,881191
2019-07-09,0.59,0.6,0.521,0.5427,3.7989,1631964
2019-07-08,0.55,0.5644,0.53,0.553,3.871,1076099
2019-07-05,0.53,0.55405,0.5254,0.5515,3.8605,269894
2019-07-03,0.55,0.55,0.521,0.5254,3.6778,211963
2019-07-02,0.56,0.57,0.54,0.55,3.85,223714
2019-07-01,0.5585,0.57,0.5525,0.5525,3.8675,465731
2019-06-28,0.6,0.6048,0.545,0.545,3.815,609086
2019-06-27,0.55,0.6212,0.55,0.6,4.2,1270013
2019-06-26,0.57,0.5875,0.5401,0.5435,3.8045,480540
2019-06-25,0.601,0.612185,0.55,0.59,4.13,414995
2019-06-24,0.6389,0.6389,0.59,0.6125,4.2875,420652
2019-06-21,0.7005,0.7108,0.63,0.645,4.515,1994830
2019-06-20,0.71,0.73,0.68,0.6972,4.8804,398786
2019-06-19,0.71,0.71997,0.7,0.71,4.97,238030
2019-06-18,0.7185,0.725,0.702,0.7032,4.9224,536883
2019-06-17,0.74,0.764745,0.7013,0.7181,5.0267,220001
2019-06-14,0.77,0.7849,0.7101,0.735,5.145,318747
2019-06-13,0.76,0.7799,0.75,0.765,5.355,349878
2019-06-12,0.74,0.777,0.74,0.7479,5.2353,145707
2019-06-11,0.81,0.8199,0.703,0.743,5.201,509437
2019-06-10,0.86,0.8888,0.8038,0.804,5.628,518964
2019-06-07,0.89,0.9169,0.85,0.85,5.95,349029
2019-06-06,0.82,0.9379,0.82,0.9,6.3,590757
2019-06-05,0.85,0.87,0.8151,0.85,5.95,204868
2019-06-04,0.86,0.9,0.8101,0.8444,5.9108,354799
2019-06-03,0.82,0.92,0.81,0.8593,6.0151,448303
2019-05-31,0.86,0.92,0.815,0.8255,5.7785,379266
2019-05-30,0.9668,0.98,0.86,0.87,6.09,551720
2019-05-29,1.01,1.07,0.945,0.97,6.79,999370
2019-05-28,0.9197,1.13,0.9099,1.06,7.42,3090699
2019-05-24,0.74,0.9499,0.74,0.901,6.307,1689613
2019-05-23,0.64,0.8199,0.61,0.7401,5.1807,1158377
2019-05-22,0.68,0.691,0.59,0.65,4.55,1126548
2019-05-21,0.79,0.79,0.6901,0.707,4.949,1155253
